date,headline
20111017,Sensex down 57 pts as RIL; TCS pull market down
20111018,RIL tumbles 4%; becomes top sensex loser; drags markets
20111019,Sensex rebounds by 164 pts in opening trade on better earnings
20111019,Sensex spurts 337 pts to 4-week high on Q2 results; global markets
20111019,Sensex up 337 pts to 4-week high
20111020,Sensex down 200 points in opening trade on profit-booking
20111020,Sensex closes 148 points down
20111021,Sensex extends losses; down 44 points in opening trade
20111021,Sensex recovers by 66 points on fresh buying
20111021,Sensex falls 151 pts on interest rate concerns
20111024,Sensex climbs 300 points in early trade
20111024,Sensex closes 154 points up
20111024,Sensex closes 154 points up
20111025,Sensex gains 114 pts in early trade ahead of RBI policy
20111025,Sensex plummets as RBI lowers growth estimate; hikes rates
20111025,Sensex plummets as RBI lowers growth estimate; hikes rates
20111025,Sensex closes 316 points up
20111026,Sensex opens higher on Samvat 2068 Muhurat trading
20111026,Muhurat trading: Sensex ends flat; Hindalco;SBI;Coal India gain
20111028,Sensex cheers Euro bailout plan; surges 456 points
20111028,Sensex up 456 points on strong global cues
20111028,Sensex up 456 points on strong global cues
20111028,Sensex jumps 516 points; biggest gain in 2 months
20111028,Sensex closes 516 points higher
20111029,Sensex has a blast after Muhurat
20111031,Sensex down 68 points in opening trade on profit-booking
20111031,Sensex ends down by 100 points; HUL bucks trend with 7% gain
20111031,Sensex ends down by 100 points
20111102,Sensex dips 224 pts on Eurozone woes
20111102,Sensex loses 92 points in opening trade on weak global cues
20111102,Sensex closes 16 points down
20111102,Sensex closes 16 points down
20111103,Sensex down 52 points on weak Asian cues
20111108,Sensex pares early gains; eases 38 pts
20111109,Sensex extends gains; up 89 points in opening trade
20111109,Sensex edges up by 7 points on firm global cues
20111109,Sensex edges up by 7 points on firm global cues
20111109,Sensex drops over 200 pts on ratings concerns
20111111,S&P balm for Indian banks
20111111,Sensex extends losses; down 195 points
20111111,S&P's views have offset Moody's downgrade of banking: Montek
20111111,Sensex falls 169 points on weak earnings; IIP data
20111111,S&P's views have offset Moody's downgrade of banking: Montek
20111114,Sensex recovers by 169 points in early trade on firm Asian cues
20111114,Start buying stocks whenever Sensex hits 16;000: Vallabh Bhanshali; Enam Securities
20111114,Sensex falls 74 points; erases gains on inflation; earnings worry
20111115,Sensex up by 7 points in early trade
20111115,Sensex loses 236 points dips below 17k after 3 weeks
20111115,Indian banks operating in a strong economy: S&P
20111116,Rate fears drag sensex down
20111116,Sensex sheds 146 points in opening trade on earning concerns
20111116,Sensex down 107 pts; falls 5 days in a row on weak earnings
20111117,Sensex down 47 points in opening trade on weak corporate earnings
20111117,Sensex tumbles 314 points to 6-week low
20111118,Sensex at 6-week low; plummets 314 points
20111118,Sensex extends losses for seventh day on weak Asian cues
20111118,Sensex falls 7th session in a row; down 90 pts
20111119,Sensex ends in red for third consecutive week
20111119,Sensex ends in red for third consecutive week
20111121,Sensex extends losses; down 191 points in opening trade
20111121,Rupee touches new low of 52 per dollar; Sensex falls below 16000
20111121,Rupee touches new low of 52 per dollar; Sensex falls below 16000
20111122,Sensex tanks 425 pts; BSE m-cap at 2-yr low
20111122,Sensex bounces back; up 151 points in opening trade
20111123,Sensex; Nifty plunge to new 2011 lows on global jitters
20111123,BSE Sensex dips to over 2-yr low; down 365pts on weak rupee; global cues
20111124,Sensex at 2-year low; Re slips further to 52.38/$
20111124,Sensex up 119 pts after 8-session slide
20111124,Sensex tanks 425 pts; BSE m-cap at 2-yr low
20111124,Sensex extend losses; down 55 points in opening trade
20111125,Sensex down 151 points in opening trade on profit-booking
20111127,9 of Top 10 Sensex blue-chips lose Rs 66;415 cr in market cap
20111128,Sensex climbs 232 pts on firm Asian cues
20111128,Sensex rallies by 301 points on firm Asian cues; regains 16K-mark
20111128,Sensex rallies 472 points on global cues; regains 16K level
20111128,Sensex surges 471 points: Will the market rally continue?
20111128,Sensex rallies 472 points on global cues; regains 16K level
20111129,Sensex tanks 425 pts; BSE m-cap at 2-yr low
20111129,ampnbspSensex down by 122 point
20111129,Sensex falls 159 points amid deadlock over FDI in retail; EU debt
20111130,Sensex closes 115 pts up on value buying
20111130,Sensex closes 115 pts up on value buying
20111201,Sensex regains lost ground
20111201,Sensex gains 590 points in opening trade
20111201,Sensex gains 590 points in opening trade; Nifty crosses 5;000-mark
20111201,Sensex up 360 points to 2-week high on fund inflows
20111202,ampnbspSensex up 360 pts on easing by central banks
20111202,Sensex sheds 45 points in opening trade on profit-booking
20111202,Sensex down by 21 pts in early trade
20111202,Sensex may surge by 16% next year; says Morgan Stanley
20111202,Sensex adds 1100 points in best weekly gain in 2.5 years
20111202,Sensex adds 1100 points in best weekly gain in 2.5 years
20111202,Sensex logs best week since July 2009
20111203,Sensex up 363 points on CRR cut talk
20111204,Sensex re-bound: Mkts to remain volatile through the week
20111205,ampnbspSensex down 76 pts in opening trade on profit bookingampnbsp
20111205,Sensex down 41pts on profit-booking despite firm global trend
20111207,Sensex up 124 points in opening trade
20111208,Sensex down 350 points on weak Asian cues
20111208,ampnbspSensex down by nearly 390 points on weak Asian cuesampnbsp
20111209,ampnbspSensex tanks 334 points in opening tradeampnbsp
20111209,Sensex down by 221 pts on all-round selling
20111210,Sensex falls 275 points; more volatility ahead
20111212,Sensex in green in morning trade
20111212,ampnbspSensex down by 52 pts as early gains erased by profit booking
20111213,Sensex slips 343 points as IIP data disappoints
20111214,Infosys pips RIL in sensex; nifty
20111214,Sensex down 65 points in opening trade
20111215,Sensex extends losses; sheds 158 points
20111215,Sensex tumbles by 223 points to three-week intra-day low
20111215,Sensex to bottom by February; unless euro crisis worsens: Deutsche Bank
20111215,Sensex slips 45 points ahead of RBI policy; sliding rupee
20111215,Sensex slips 45 points ahead of RBI policy
20111216,Sensex opens higher ahead of RBI policy review
20111217,Sensex plunges to two-year low
20111219,Sensex touches 28-month low; down 112 points on growth concerns
20111219,Sensex closes 112 points down
20111219,Will Sensex rise or slump further? Experts' views
20111220,Sensex up 69 points in opening trade on firm Asian cues
20111220,Sensex down by 55 points on renewed selling pressure
20111220,Sensex hits new 52-week low; Nifty below 4;550
20111221,Sensex climbs 320 pts in opening trade on positive global cues
20111221,ET: Sensex suffers 26% fall - Is the worst over?
20111221,Sensex ends slump; soars 510 points
20111222,Sensex gains 510 points on short covering
20111222,Sensex gains 510 pts on global cues; short covering
20111222,Sensex soars 510 points; halts five-day slump
20111223,Sensex gains 92 points on firm Asian cues
20111224,Sensex down 75 points on profit taking
20111224,Sensex down 75 points on profit-booking; turnover dips
20111224,Sensex snaps two week losing streak gains 248 ptsampnbsp
20111226,Sensex up 90 points in opening trade
20111226,Sensex up 199 pts on fresh buying
20111227,Sensex down 33 points in opening trade on profit-booking
20111227,Sensex sheds 97 points as RIL; TCS lose ground
20111228,Sensex extends losses; down 33 points
20111228,Sensex slips 146 points
20111228,Sensex falls 146 points; realty; metal stocks slump
20111229,Sensex extends losses; down 72 points in opening trade
20111229,Sensex slumps 184 points; as RIL; banking blue-chips drag
20111230,Sensex dips 184 pts on FIIs' selling spree
20111230,Sensex recovers by 74 pts in opening trade on firm Asian cues
20111230,Sensex snaps 3-day losing streak; up 96 pts
20111230,Sensex gains 165 points; closes above 29;000
20120102,Sensex starts New Year on promising note; gains 69 points
20120102,Sensex closes New Year with 63 pts gain in thin trade
20120102,Sensex volatility to continue: Gold to be saving grace?
20120102,Rupee fall; growth slowdown will hurt Sensex in '12
20120102,Sensex closes 63pts up in thin trade
20120102,Sensex closes 408 points up at 15;926
20120103,Sensex gains 191 points in early trade
20120103,Sensex surges 300 points on firm global cues
20120104,Sensex down 57 points on profit booking
20120105,Sensex recovers by 70 points in early trade
20120106,Sensex down 83 points in early trade
20120109,Sensex slips 0.5 per cent in early trade; ICICI Bank; Bharti Airtel; RIL down
20120109,Sensex down by 34 points
20120109,Sensex gains 350 points
20120110,Sensex up over 151 points in opening trade
20120110,Sensex gains 350 pts; regains 16K level on firm global cues
20120111,Sensex up 350 pts on rate cut hopes; ratings upgrade
20120111,Sensex gains 57 pts in opening trade on firm Asian cues
20120111,Day after rally; Sensex closes flat
20120112,Sensex dips 138 pts; Infosys slips on weak forecast
20120113,Sensex up 132 points in early trade
20120114,S&P set to cut France's rating
20120114,S&P downgrades credit rating of France; Italy; Spain others
20120116,Sensex may fall as much as 20% in next few months: Poll
20120116,Sensex may fall as much as 20% in next few months: Poll
20120116,Sensex down 65 points in opening trade
20120116,Sensex up 35 points as inflation dips sharply
20120116,Sensex up 35 pts as inflation dips sharply
20120116,Infosys returns to top of Sensex weight list
20120117,Sensex shrugs off Euro downgrades
20120117,Sensex gains 198 points in early trade
20120118,Sensex up 277 pts on FII inflows
20120118,Sensex gains 44 points in early trade; RIL up 3.9%
20120119,Sensex jumps 206 pts; Nifty regains 5;000 level
20120122,7 of top 10 Sensex cos gain Rs 57;340 crore in market value
20120122,7 of top 10 Sensex cos gain Rs 57;340 crore in market value
20120123,Sensex down 80 points in early trade on profit-booking
20120123,Sensex ends on flat note; up about 13 points
20120123,Sensex ends on flat note; up about 13 points
20120124,Sensex touches 17k level; gains 244 points on RBI policy
20120124,Sensex touches 17k level; gains 244 points on RBI policy
20120125,Sensex up 82 points in early trade
20120125,Sensex up 82 points in early trade
20120125,Sensex closes above 17k-level after 10 weeks
20120125,Sensex closes above 17k-level after 10 weeks
20120126,Sensex regains 17000 level
20120127,Sensex up 157 poinits; rises fourth day on FII buying bluechips
20120130,Sensex opens nearly 153 points lower on profit-booking
20120130,Sensex tanks 371 pts on profit booking
20120130,Sensex tanks 371 pts on profit booking
20120131,Sensex dives 371 pts on Greece
20120131,Sensex up 183 points in early trade
20120201,Sensex posts best Jan gain in 18 years
20120201,Sensex down 55 points in early trade
20120202,Sensex at 12-week closing high of 17;301; Re at 3-month peak
20120202,Sensex gains 172 points in early trade
20120202,Sensex up 131 pts led by IT; metal stocks
20120203,Sensex gains 37 points in early trade
20120204,FIIs take Re; sensex to 3-month highs
20120205,Top 8 Sensex bluechips add Rs 39;894.58 cr in mcap
20120205,8 Sensex bluechips add Rs39k cr in mcap
20120206,Sensex up 218 points in early trade on firm Asian cues
20120206,Sensex closes 102 points up led by realty; capital goods stocks
20120206,Sensex closes 71 points up
20120207,India's stable rating faces risk: S&P
20120207,Nifty resistance seen at 5400; Sensex up 102 points
20120208,Sensex recovers 60 points in early trade
20120209,Sensex falls by 78 points in early trade on weak Asian cues
20120210,Sensex extend gains; up 44 points in early trade
20120213,Sensex up 52 points in early trade
20120213,Sensex pares early gains in volatile trade
20120213,Sensex closes 24 points up in volatile trade
20120214,Sensex down 23 points in early trade
20120215,Sensex closes at six-month high
20120215,Sensex regains 18K level after 6 months on funds buying
20120215,Sensex back at 18k level after 6 months; shoots up 354 points
20120216,Sensex up 20% from 52-wk low on Dec 20
20120216,Sensex down 59 points in early trade on profit-booking
20120217,Sensex ends 3-day rally; RIL & Coal India fall
20120217,Sensex up 192 points in early trade on global cues
20120218,Sensex continues upward sprint for the 7th straight week
20120218,Sensex continues upward sprint for the 7th straight week
20120218,Sensex continues upward sprint for the 7th straight week
20120221,Sensex up 106 points in early trade
20120221,Sensex rises after Greek bailout deal; Kingfisher down 20%
20120222,Sensex up 84 points in early trade
20120222,Sensex declines after hitting 30-week high
20120223,Sensex dips 283 pts; SBI plunges 8%
20120223,Sensex gains 57 points in early trade
20120223,Sensex down 140 points on profit booking
20120223,Sensex falls 67 points in choppy trade
20120224,Sensex recovers by 72 points in early trade
20120225,Sensex's 1st weekly loss in '12
20120227,Sensex down 70 points in early trade
20120227,Sensex tumbles 355 points at mid-session on surging oil prices
20120227,Sensex closes 478 points down on surging oil prices; global cues
20120228,Sensex dives 478 points; steepest fall in 5 months
20120228,Sensex recovers 174 points in early trade
20120228,Sensex up 265 points on firm Asian cues
20120228,Sensex snaps four-day fall; up 285 pts as oil prices ease
20120228,Sensex up 265 points on firm Asian cues
20120229,Sensex snaps four-day losing streak
20120229,Sensex gains 269 points; reaches 18K level
20120301,Sensex down 185 points in early trade on profit-booking
20120302,Sensex recovers over 77 points in early trade
20120302,Sensex up 53 points on select value buying; firm global mkts
20120302,Sensex up 53 points on select value buying
20120303,Sensex closes flat in special trading session
20120303,Sensex closes flat in special trading session
20120303,Sensex extends losses for second week; down by 286 points
20120303,Sensex; Nifty end stable in special live trading
20120305,Sensex down 163 points in early trade on weak Asian cues
20120305,Sensex to reach 18;400: Citigroup
20120305,Sensex down 274 points on profit booking; weak global trend
20120306,Sensex falls on Street's UP dilemma
20120306,Sensex down 174 points amid election results; weak Asian mkts
20120306,Sensex recovers; up 275 points amid election results
20120307,Sensex down 118 points on weak global cues
20120309,Sensex gains 311 points in early trade on global cues
20120309,Sensex gains on FII buying; up 358 points
20120310,Sensex ends lower for the third consecutive week; down 134 points
20120311,M-cap of 5 Sensex bluechips plunged over Rs 24K cr
20120311,M-cap of 5 Sensex bluechips plunged over Rs 24K cr
20120312,Sensex up 269 points in opening trade
20120312,Sensex up 84 points on rate cut; IIP data
20120313,Sensex gains 172 points in early trade
20120314,Sensex gains 227 points; crosses 18K level
20120315,Sensex down 103 points
20120315,Sensex plunges 194 points as RBI policy dampens investor sentiment
20120315,Sensex falls 243 points on RBI policy; political uncertainty
20120316,Sensex yo-yos to last Budget level
20120317,Budget fails to bring cheers on Street; Sensex ends in red
20120318,M-cap of six Sensex firms plunged by over Rs 25k cr
20120319,Sensex down 106 points in early trade
20120319,Sensex down 193 points on budget blues; weak global cues
20120319,Sensex down 106 points
20120320,Sensex gains 73 points on low-level buying
20120321,Sensex up 46 points in early trade on selective buying
20120322,Sensex down by 52 points in early trade
20120322,Sensex tumbles 405 points on weakening rupee.
20120323,CAG audit: Coal India emerges as biggest gainer in sensex
20120323,Sensex dives 405 points on weak cues
20120323,Sensex gains 105 points in early trade on fresh buying
20120323,Sensex up 165 points; recovers on value-buying; short covering
20120323,Sensex up 165 pts; gains on value-buying
20120326,Sensex falls by 90 points in early trade
20120326,Sensex tumbles 184 points on fresh selling
20120327,Sensex dives 309 points to 2-month low on Foreign Institutional Investor tax jitters
20120327,Sensex gains 177 points in early trade on global cues
20120328,Sensex down 106 points in early trade on profit-booking
20120329,Sensex dips below 17k level; down 169 points on selling pressure
20120330,Sensex dips below 17K on FII selling; Re at 3-month low
20120330,Sensex gains 157 points in early trade
20120331,Sensex ends tense FY12 on high note
20120331,Sensex snaps 5-week losses; up over 42 points
20120402,Sensex up 80 points in early trade on selective buying
20120402,Sensex up 80 pts on selective buying
20120403,Sensex gains 140 points in early trade
20120404,Sensex down 104 points in early trade
20120407,Sensex up 82 points in dull trade in shortened week
20120409,Sensex down by 161 points in early trade
20120409,Sensex tumbles 222 points on sustained selling pressure
20120409,Sensex down 264 points as bank; refinery stocks dip
20120410,Sensex falls 264 pts on low deposit growth
20120410,Sensex gains 48 points on selective buying
20120410,Sensex ends slightly higher
20120412,Sensex up 132 points in early trade
20120412,Sensex gains 133 points on rate cut hopes; firm Asian cues
20120413,Sensex gains 52 points in early volatile trade
20120413,Sensex tumbles 238 points on disappointing Infosys outlook
20120414,Sensex tanks 266 pts in 6 minutes
20120416,Sensex extends losses; down 67 points in early trade
20120417,Sensex up 18 points in early trade ahead of RBI's policy review
20120417,Sensex spurts 222 points after rate cut by RBI
20120417,Sensex up 207 points as RBI cuts lending rate
20120418,Sensex up 138 points in early trade
20120418,CLSA cuts Sensex target to 19;000 from 20;000
20120418,Sensex closes 34 points up on profit booking
20120419,Sensex gains 53 points in early trade
20120420,Sensex flat; markets in negative zone
20120423,Sensex gains 37 points on selective buying; RIL recovers
20120423,Sensex up 68 pts on fresh buying
20120423,Sensex down 277 points on heavy selling
20120424,Sensex gains 70 points in early trade; TCS up 9.85%
20120425,BSE Sensex down over 32 points in early trade on profit-booking
20120425,S&P cuts India's outlook to negative; no need to panic; govt says
20120425,Sensex falls on S&P downgrading outlook
20120425,ET: Don't bother about S&P's outlook - Shankar Sharma
20120425,Sensex falls on S&P downgrading outlook
20120425,S&P lowers India's outlook; no need to panic; govt says
20120425,Sensex falls 56 points as Standard and Poor's downgrades sovereign credit outlook
20120425,S&P revises outlook for TCS; Infosys and Wipro to negative
20120425,S&P revision wake-up call for government; policy paralysis weighs: Nirmal Jain; IIFL
20120425,Markets will take S&P revision in stride; GST implementation vital for fiscal policy: Nilesh Shah; Envision Capital
20120425,S&P lowers India's outlook to negative: Don't pay attention to it; Shankar Sharma says
20120426,India gets a bad appraisal: S&P revises outlook to 'negative'
20120426,Dalal Street discounts S&P decision
20120426,S&P warns of possible rating downgrade
20120426,India gets a bad appraisal: S&P revises outlook to 'negative'
20120426,Rupee under pressure after S&P rating
20120426,BSE Sensex up 42 points in early trade
20120427,Sensex gains 105 points in early trade
20120428,Sensex moves up 53 points in special trade
20120430,Sensex up 137 points in early trade
20120430,RBI's rupee intervention plans hit by S&P's India outlook
20120430,Sensex gains 132 points; IT stocks in limelight
20120502,Sensex up on sustained buying by funds
20120502,Sensex snaps three-day winning streak
20120504,Sensex down 84 points in early trade
20120504,Sensex dips below 17k; down 272 points at mid-session
20120505,Sensex falls 320 points on fear of Mauritius tax treaty rejig
20120507,Sensex tumbles 290 points in early trade
20120507,Sensex; Nifty end on positive note after GAAR deferral
20120508,GAAR move stems sensex; Re slide
20120508,Sensex down 59 points in early trade
20120509,Sensex dives 367 points on FII outflow fears
20120509,Sensex extends losses; down over 86 points
20120510,Sensex recovers 151 points
20120511,Sensex down 74 points in early trade ahead of IIP data
20120512,Sensex; Nifty show weekly loss over 3 per cent on selling
20120514,Sensex gains 65 points in early trade on Asian cues
20120514,Sensex erases initial gains on inflation concerns
20120514,Sensex falls on inflation concern; RIL; banks take a hit
20120515,Inflation; rupee pull sensex down
20120515,Sensex extends losses; down by 93 points in early trade
20120515,Sensex recovers by 65 points after hitting 17-week lows
20120516,Sensex snaps 5-session losing streak
20120516,Sensex tanks 252 points in early trade
20120517,Sensex plunges to four-month low
20120517,Sensex falls; rupee slumps: Is India growth story intact?
20120517,Sensex recovers 151 points in early trade
20120517,Sensex recovers 170 points on firm Asian cues
20120518,Sensex gains on short covering
20120519,Government has taken note of S&P's outlook; says Pranab Mukherjee Pranab
20120519,SBI's strong quarterly results revives Sensex from intra-day lows
20120521,Sensex up 76 points in early trade
20120521,Sensex closes 30 points up; investors fret over weak rupee
20120522,Sensex up 152 points in early trade as Rupee bounces back
20120523,Sensex down 119 points; consumer durable; auto stocks fall
20120523,Sensex dips below 16k as rupee breaches 56 level
20120524,Sensex up 84 points in early trade
20120524,Sensex regains 16k level; ends 274 points higher as Rupee recovers
20120525,Biggest sensex rise in nearly 2-months
20120525,Sensex falls by 70 points in early trade
20120525,Sensex down 75 points on fresh selling and weak Asian markets
20120525,Sensex closes flat in choppy trade
20120525,Sensex closes flat in choppy trade; FMCG; oil stocks end lower
20120528,Sensex gains 112 points in early trade
20120529,Sensex up 83 points in early trade; Nifty regains 5;000
20120529,Sensex fails to maintain earlier gains; up by 52 points
20120529,Sensex ends 22 points higher as weak rupee trims gains
20120529,Sensex ends 22 points higher
20120530,Sensex down 113 points in early trade on profit-booking
20120530,Sensex drops 126 points; Tata Motors plunges nearly 12%
20120531,Sensex down 148 points in early trade as Re hits new low
20120531,Sensex tumbles 193 points on heavy selling
20120601,Sensex extends losses; down 41 points in early trade
20120601,Sensex dips below 16k again; drops 253 points on growth worries
20120602,Sensex slips below 16k over growth worries
20120603,3 Sensex firms lose Rs 14;045 cr in m-cap; ONGC biggest loser
20120604,Sensex down nearly 162 points in early trade
20120604,Sensex drops 183 points on global cues; Tokyo markets hit 28-year low
20120605,Sensex up 99 points in early trade on rate cut hopes; Asian cues
20120606,Sensex up 169 points in early trade
20120607,Sensex up 434 points in year's biggest gain
20120607,Sensex gains over 165 points in early trade
20120608,Sensex up 195 points as China leads rate cut path
20120608,Sensex falls 95 points in early trade on profit-booking; Asian cues
20120609,Sensex posts biggest weekly rise this year
20120610,Top 10 Sensex companies add Rs 68;517 cr in m-cap; RIL biggest gainer
20120610,Top 10 Sensex firms add Rs 68;517 cr in m-cap
20120611,Sensex zooms 164 points in early trade
20120611,Sensex touches 1-month high in early trade
20120612,IIP data: Sensex down 114 points in early trade
20120613,S&P's observations lack logic; says Veerappa Moily
20120613,Sensex down 33 points in early trade
20120614,Sensex falls 36 points in early trade
20120615,Sensex recovers 124 points on global cues
20120618,Sensex falls 200 points after RBI keeps interest rates unchanged
20120618,Sensex tanks 300 points; banks; realty hit hard after RBI policy
20120619,Sensex tanks 244 pts on RBI rate status quo
20120619,Sensex recovers 88 points in early trade
20120620,Sensex up 72 points in early trade
20120621,Sensex down 43 points in early trade
20120622,Two dozen FCCB issuers set to default; says S&P
20120622,Marketmen see sensex touching 19;000 by December
20120622,Sensex sheds 129 points in early trade
20120622,Sensex 97 points down in intra-day trade
20120625,Sensex crosses 17k level; up 144 points in early trade
20120626,RBI measures fall flat on D-Street; sensex dips
20120626,Sensex gains 26 points in early trade
20120627,Sensex regains 17k level; up 122 pts in early trade
20120628,Sensex up 42 points on sustained buying by funds
20120629,Sensex zooms 269 points in early trade
20120629,Sensex surges to 8-week high on hopes of govt action to revive economy
20120629,Sensex soars over 400 points on hopes of economic revival
20120629,Sensex soars over 400 points on hopes of economic revival
20120701,Top nine sensex companies add Rs 46;869 cr in market capitalisation
20120702,Sensex sheds 40 points on profit-booking
20120702,Sensex snaps 4-day rally; down 31 points
20120703,Sensex dips on weak rains; fiscal woes
20120703,Sensex up 89 points in early trade
20120704,Sensex up 92 points in early trade
20120705,Sensex down over 36 points in early trade on profit-booking
20120705,Sensex up 20 points after initial losses
20120706,Sensex down 52 points on profit-booking; Asian cues
20120707,Rain worries disrupt Sensex's upward climb
20120708,M-cap of top five Sensex companies dip by Rs 20;600 crore
20120709,Sensex companies may post single-digit growth in Q1
20120709,Sensex down 108 points in early trade
20120709,Sensex trims initial losses; down 50 points
20120710,Sensex gains 79 points in early trade
20120711,Sensex at 4-month high on FII buys
20120711,Sensex down 101 points on profit-booking; Asian cues
20120712,Sensex down 244 pts in early trade on Infosys guidance outlook
20120713,Sensex falls on Infosys forecast
20120713,Sensex recovers 105 points on TCS earnings
20120713,Sensex gives up some initial gains; still up 74 points
20120716,Sensex choppy in early trade; flirts with 17;200 levels
20120717,Sensex up 130 points in early trade
20120718,Sensex opens marginally up
20120718,Sensex pares initial gains; down 47 pts
20120719,Sensex extends gains; up 129 points in early trade
20120720,Sensex marginally down in early trade on profit-booking
20120720,Sensex drops by 116 pts on political worries
20120723,Sensex sheds 153 points in early trade
20120723,Sensex down 200 points; Chinese stocks end at 3-year low
20120724,Sensex tanks 281 points on Spain pain
20120724,Sensex recovers 73 points in early trade; HUL surges 3.7%
20120725,Sensex down 68 points on profit-booking
20120725,Sensex down 109 points in early trade
20120726,BSE benchmark Sensex marginally up in early trade
20120726,Sensex erases initial gains; down 29 points
20120727,Sensex gains 271 points in early trade
20120730,Sensex up 145 points in early trade
20120731,Sensex surges 304 pts on policy easing hopes
20120731,Sensex up marginally in early trade
20120801,Sensex down 36 points in early trade on profit-booking
20120803,Sensex down 116 points in early trade
20120803,ArcelorMittal's ratings lowered to junk grade by S&P
20120804,S&P cuts ArcelorMittal rating to junk
20120805,Top 8 Sensex firms add Rs 35;882 cr in m-cap; NTPC's value spurts
20120806,Sensex climbs 176 points in early trade
20120806,Reliance lifts markets; Sensex closes 215 points up
20120807,Sensex gains 215 pts on FM's pep talk
20120807,Sensex up 59 points in early trade
20120807,Sensex up 98 points on firm Asian cues; FM's economic plans
20120808,Sensex jumps to 1-month high of 17;602
20120808,Sensex up 65 points on funds buying
20120809,Sensex up 99 points in early trade ahead of IIP data
20120810,Sensex down 33 points in early trade
20120813,Sensex opens marginally higher
20120813,Sensex up over 75 points; consumer durables; power stocks rise
20120814,Sensex sheds 21 points ahead of inflation data
20120816,Sensex down 19 points in early trade on profit-booking
20120817,Sensex gains 88 points in early trade
20120817,Sensex up 126 points on easing of eurozone debt worries
20120821,Sensex up 81 points on funds buying
20120822,Sensex down nearly 85 points in early trade on profit-booking
20120822,Sensex recovers from initial losses; still down by 20 points
20120823,Sensex gains 85 points in early trade
20120823,Sensex hits 23-week high; moves closer to 18;000 mark
20120824,Sensex down 89 points in early trade on profit-booking
20120827,Sensex gains 28 points in early trade
20120828,Sensex sheds 14 points in early trade
20120829,Sensex down 56 points in early trade
20120830,Sensex extends loss; down 80 points in early trade
20120830,Sensex hits lowest level in 3 weeks; down 97 points
20120830,Sensex hits lowest level in 3 weeks; down 97 points
20120831,Sensex falls 71 points in early trade ahead of GDP data
20120903,Sensex up 80 points on funds buying
20120904,Sensex down 60 points in early trade
20120905,Sensex down nearly 85 points in early trade on profit-booking
20120906,Sensex up by 19 points in early trade
20120907,Sensex zooms 287 points in early trade on widespread buying
20120908,Sensex soars on European Central Bank bond buying
20120908,Sensex gains 48 points in early trade during special session
20120910,Sensex up 61 points in early trade on funds buying
20120910,Tariff revisions and assured fuel key to investments in power: S&P
20120910,Debt restructuring of state-owned power cos a temporary relief: S&P
20120911,Sensex down 90 points in early trade
20120912,Sensex up 86 points in early trade ahead of IIP data
20120913,Sensex regains 18k; near 7-month high on reforms talk
20120913,Sensex gains 43 points in early trade
20120914,Sensex; rupee surge on diesel price hike and global cues
20120915,Sensex zooms 443 pts on QE3; reform buzz
20120917,Sensex up 218 points ahead of RBI policy review
20120917,Sensex trims gains on RBI policy; still up 103 points
20120917,Sensex up for 9th day; gains 78 pts to touch a 14 month high
20120918,Sensex sheds early gains after RBI holds on to rates
20120918,Sensex down 61 points in early trade on profit-booking
20120919,Sensex falls after nine sessions
20120920,Sensex down 204 points in early trade on political crisis
20120920,Sensex erases some initial losses; still down 106 pts
20120920,Sensex suffers fortnight's biggest fall; down 147 points
20120921,Sensex up 149 points in early trade as govt notify FDI in retail
20120921,Sensex stages biggest jump this year on reforms push; ends 400 points higher
20120921,Sensex stages biggest jump this year on reforms push; up 464 points
20120921,Sensex closes 415 points up on hopes of more policy reforms
20120922,Sensex soars 404 points to 14-month high
20120924,Sensex up 56 points on funds buying
20120924,Sensex erases initial gains; down 23 points
20120924,S&P cuts India's growth forecast to 5.5% for this fiscal
20120924,Sensex closes 79 points down
20120925,Sensex up by 116 points as power stocks rise
20120925,Sensex fails to maintain initial gains; down 14 points
20120926,Sensex down 86 points in early trade on profit-booking
20120927,Sensex up 77 points in early trade
20120928,Sensex rises 181 points in early trade
20120928,Sensex rallies over 200 points on firm global cues
20121001,Sensex up 53 points in early trade
20121001,Sensex trims earlier gains; up by 12 points
20121003,Sensex up 51 points in early trade on funds buying
20121003,Sensex closes 46 points up
20121004,Sensex crosses 19;000 mark on hopes of further reforms
20121004,Sensex crosses 19;000 mark on hopes of further reforms
20121005,Sensex soars above 19k on reforms move
20121005,Sensex hits fresh 15-month high on second phase of reforms
20121007,Market capitalisation of top eight sensex firms surges Rs 30;510 crore
20121008,Sensex down 61 points in opening trade on profit booking
20121008,Sensex drops 229 points to 10-day low; RIL; SBI among worst-hit
20121009,Sensex rebounds; up 150 points in early trade
20121010,Sensex down 127 points in opening trade
20121011,India could see rating cut; warns S&P
20121011,S&P downgrades SBI; UBI's credit ratings
20121011,Sensex up 26 points in early trade
20121011,Sensex declines after initial gains; down 33 points
20121012,Sensex down 66 points in early trade
20121015,Sensex down 75 points in opening trade ahead of inflation data
20121017,Sensex up 98 points in early trade
20121017,Sensex surrenders early gains; still up by 18 pts
20121018,Sensex up by 51 points in on funds buying
20121018,Sensex loses initial gains by 18 points
20121019,Sensex falls by 62 points profit-booking
20121022,Sensex down 81 points in opening trade
20121022,Sensex erases initial losses; gains 115 points
20121022,Sensex closes 111 points up; TCS rises
20121023,Sensex rises marginally in opening trade
20121023,Sensex erases initial gains; down six points
